,Unnamed: 0,iteration,game_name,game_params,init_time,total_time,times,level,load
0,0,0,GTA5,"{'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Grand Theft Auto V'], 'process_name': ['GTA5']}",2022-03-18 17:54:44.684719104,89.2855553627,"[1.657212495803833, 44.12930679321289, 89.17290568351746]",45.0435988903,42.4720942974
1,1,1,GTA5,"{'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Grand Theft Auto V'], 'process_name': ['GTA5']}",2022-03-18 17:56:35.233602304,89.8534448147,"[1.6531963348388672, 44.19656205177307, 89.74276804924011]",45.5462059975,42.5433657169
2,2,2,GTA5,"{'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Grand Theft Auto V'], 'process_name': ['GTA5']}",2022-03-18 17:58:26.367405824,89.7389109135,"[1.6532471179962158, 43.96276044845581, 89.62524461746216]",45.662484169,42.3095133305
3,3,3,GTA5,"{'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Grand Theft Auto V'], 'process_name': ['GTA5']}",2022-03-18 18:00:17.352434688,89.474714756,"[1.6521482467651367, 44.18408274650574, 89.35942721366882]",45.1753444672,42.5319344997
4,4,4,GTA5,"{'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Grand Theft Auto V'], 'process_name': ['GTA5']}",2022-03-18 18:02:08.069827328,89.448622942,"[1.6515562534332275, 44.2701895236969, 89.34091782569885]",45.070728302,42.6186332703
5,5,5,GTA5,"{'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Grand Theft Auto V'], 'process_name': ['GTA5']}",2022-03-18 18:03:58.770070016,89.5575559139,"[1.6523244380950928, 44.23159718513489, 89.44485378265381]",45.2132565975,42.579272747
6,6,6,GTA5,"{'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Grand Theft Auto V'], 'process_name': ['GTA5']}",2022-03-18 18:05:49.568993536,88.9551491737,"[1.6536128520965576, 43.87997221946716, 88.84125828742981]",44.961286068,42.2263593674
7,7,7,GTA5,"{'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Grand Theft Auto V'], 'process_name': ['GTA5']}",2022-03-18 18:07:39.787326720,90.5767269135,"[1.652303695678711, 44.198912143707275, 90.47300004959106]",46.2740879059,42.546608448
8,8,8,GTA5,"{'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Grand Theft Auto V'], 'process_name': ['GTA5']}",2022-03-18 18:09:31.621231104,89.172857523,"[1.6516492366790771, 43.71254897117615, 89.05937767028809]",45.3468286991,42.0608997345
9,9,9,GTA5,"{'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Grand Theft Auto V'], 'process_name': ['GTA5']}",2022-03-18 18:11:22.039576064,89.0292005539,"[1.6514968872070312, 43.95970606803894, 88.92749905586243]",44.9677929878,42.3082091808
